#Word;Pleasantness;Activation;Imagery
marca;1.76103333333;1.83364444444;1.86666666667
marcado;1.872825;2.0006375;1.775
marcador;1.9091;1.9167;3.0
marcar;1.83672;1.83078666667;2.30666666667
marcar con hierro candente;1.5833;2.2308;2.0
marcar con una cicatriz;1.4125;1.2857;3.0
marcar el paso para;1.6250;2.2500;2.0
marcar un gol;2.0000;1.3333;2.0
marcar un tanto;2.0000;1.3333;2.0
marcha;1.85300625;2.17175;2.0
marcha atrás;1.6250;1.6250;2.2
marchado;1.7500;1.5000;2.2
marchador;2.1250;2.4286;2.6
marcha lenta;1.3333;2.1111;3.0
marchamo;1.8000;1.4444;2.4
marcha pesada;1.0000;2.5000;1.8
marchar;1.77641875;2.14166875;2.275
marchar en fila;1.6667;1.6000;2.0
marchar en vacío;1.3333;1.1250;1.8
marchar no ligeramente;1.0000;2.5000;1.8
marchar pesadamente;1.0000;2.5000;1.8
marcharse;1.90476666667;2.13333333333;2.26666666667
marchitar;1.5714;2.5556;2.4
marchitarse;1.2857;1.8571;2.0
marchito;1.4444;1.5000;3.0
marco;1.70595714286;1.59472857143;2.08571428571
marea;2.2500;2.0000;2.6
marear;2.0000;2.2857;2.8
marfil;2.5000;1.4000;1.6
margen;1.68052;1.57436;2.4
marginar;1.4286;2.6250;2.0
marica;2.4000;1.6667;2.6
maricón;2.4000;1.6667;2.6
marido;2.86666666667;2.07456666667;1.6
marijuana;1.66666666667;1.65076666667;2.8
marina;2.1429;1.8000;2.8
marina de guerra;1.5556;2.4444;2.0
marinero;2.03335;1.54165;2.0
mariposa;2.6000;1.6364;3.0
mariposear;2.3393;2.3;2.2
mariposón;2.4262;2.0788;2.46666666667
mariscal;1.6667;1.5556;2.6
márketing;2.1667;1.8889;2.0
mármol;2.2727;1.6429;2.8
maroma;2.1111;2.0000;2.6
marquesina;2.1000;1.7000;2.4
marrón;1.6667;1.6154;3.0
martillar;1.564575;1.8;2.05
martillear;1.64166666667;1.69166666667;2.26666666667
martillear con bombas;1.7125;1.6;2.0
martilleo;1.3333;2.1250;1.4
martirio;1.5556;1.8333;1.0
más;1.8234;1.7752375;1.4
masa;1.75925;1.86865;2.36666666667
más allá;1.975;1.375;1.9
más allá de;2.0111;1.69906666667;2.46666666667
más alto;2.1037;1.96296666667;1.73333333333
más antiguo;1.7500;1.0000;2.8
más aparente que real;1.5000;1.1250;2.4
masas;1.6250;1.7273;1.4
más avanzada;1.6667;1.4615;1.0
más bajo;1.4444;1.7000;2.6
mascarada;2.5714;2.1000;3.0
masculino;2.1667;1.5556;2.8
masculleo;1.3333;1.8333;1.2
más de;2.01665;1.4375;2.4
más elevado;2.1111;2.0000;1.6
más importante;1.5556;1.7778;1.0
masivo;1.8750;1.8182;1.8
más lejano;1.5000;1.4000;2.2
más lejos;1.7500;1.5000;1.4
más nuevo;1.8333;1.6000;1.8
más o menos;1.7143;1.3000;1.4
más que;1.8571;1.5714;1.8
más reciente;1.6905;1.54895;1.1
más sobresaliente;2.1429;1.9091;2.2
más tardío;1.6667;1.4615;1.0
masticación;1.6000;2.5000;3.0
mástil;1.69723333333;1.4898;2.53333333333
mata;1.6250;1.4444;3.0
matador;1.29165;1.7857;2.8
matanza;1.09523333333;2.125;2.86666666667
matar;1.19048333333;2.1926;2.66666666667
mate;2.6000;1.8750;2.4
matemáticas;1.8333;1.8889;2.4
materia;1.6857;1.4077;1.8
materia adicional;2.0000;1.7000;2.0
material;2.13714;1.97252;1.96
material de cristal;2.1111;1.5000;3.0
material informático;1.5000;1.3750;2.0
materno;1.8333;1.7500;2.4
matiz;1.941725;1.5621;1.95
matizar;2.1429;1.0000;2.4
matón;1.5000;2.1667;1.4
matorral;1.54166666667;1.48146666667;1.86666666667
matraz;2.6250;1.9000;3.0
matrícula;1.66952;1.54834;2.32
matriculación;1.6000;1.6667;2.0
matricular;1.84925;1.9375;2.5
matricularse;2.1429;1.8750;2.6
matricularse en;1.5556;2.0000;2.4
matrimonio;2.58335;2.27775;2.2
matutino;2.1250;1.5000;2.4
maxilar;1.7000;1.4167;2.6
máxima;1.7778;2.1250;2.2
máximo;2.04375;1.9517;1.65
mayor;1.94432727273;1.68869090909;2.36363636364
mayoral;1.5000;1.8182;2.4
mayor de edad;1.8750;1.7273;1.6
mayoría;1.66665;1.7357;1.7
mayúsculo;1.7778;1.8000;1.8
mazo;1.7000;2.1000;2.6
me;2.5556;2.0000;2.6
meada;1.5714;2.2857;2.6
meadero;1.5000;1.5714;1.8
meandro;1.7500;1.8000;2.4
mear;1.5714;2.2857;2.6
mecánica;1.5000;2.5000;2.0
mecánico;1.80093333333;1.8346;2.86666666667
mecanismo;1.72032222222;2.09014444444;2.0
mecate;2.1111;2.0000;2.6
mecedor;2.2;2.3125;2.4
mecenazgo;1.2500;1.5000;1.6
mecer;2.2857;2.2000;2.6
mecha;1.8611;2.075;2.5
mechar;1.5714;1.2000;1.8
mechero;2.125;1.55;2.4
mecho;2.2857;1.3750;3.0
mechón;1.64973333333;1.41666666667;2.26666666667
media;1.57223333333;1.5296;1.4
mediación;1.79165;1.6869;2.1
medianía;1.8000;1.2857;1.8
mediano;1.9491;1.467475;1.8
medianoche;2.0000;1.6250;2.8
media pinta;1.3333;1.4286;1.6
medicación;1.8;2.025;2.3
medicamento;1.44285;1.54285;2.7
medicina;1.70072;1.6477;2.24
medicinar;1.9134;1.7366;2.25
medición;1.992575;2.071025;2.35
médico;1.903475;1.91665;2.65
medida;1.7981;2.14958;2.64
medida de la duración;1.7500;1.8333;1.6
medida del tiempo;1.7500;1.8333;1.6
medio;1.60082;1.56392;1.66666666667
medio ambiente;1.8000;1.9091;2.8
mediocre;1.8;1.44285;1.4
mediodía;2.08335;1.6143;2.1
mediofondista;1.5000;1.8333;1.8
medios de comunicación;1.5000;2.5000;2.6
medir;1.76398333333;1.79871666667;2.03333333333
medir a pasos;1.74105;2.20835;2.5
medir el tiempo;1.9000;2.1250;2.0
meditación;2.0000;1.7143;1.2
meditar;2.0625;2.17855;1.4
médium;1.6667;1.6667;1.0
medrar;2.17145;2.27775;1.8
medroso;1.1818;1.5833;2.2
Méjico;2.0000;1.2000;2.4
mejilla;2.1250;1.8750;3.0
mejor;2.44678;1.81258;2.28
mejora;2.5000;1.9167;1.8
mejoramiento;2.5000;1.9167;1.8
mejorar;1.9264875;2.1534;1.775
mejoría;2.58335;2.0298;1.8
melancolía;1.275;1.47915;1.7
mella;1.6364;1.6364;1.8
mellar;1.6364;1.6364;1.8
melodía;2.7381;2.16986666667;1.66666666667
melón;2.0000;1.7273;2.6
meloso;2.7143;1.4000;2.4
membrana;1.7778;1.8750;2.8
membrete;1.5000;2.3333;1.2
memorable;1.5714;1.5714;1.2
memoria;1.86286;1.57786;2.12
memoria de máquina;2.5000;1.8750;1.6
memorial;1.5714;1.5714;2.4
menaje;2.34813333333;1.70303333333;2.6
mención;1.7;1.55;1.4
mencionar;1.5639;1.64046666667;1.46666666667
mendicidad;1.0000;2.4444;2.6
menear;1.47096;1.98666;1.96
menester;2.3000;2.2500;2.6
mengua;1.6607;2.00695;2.2
menor;1.96665;1.558325;1.75
menor de edad;1.2000;1.2000;1.4
menor edad;1.4000;1.6000;1.6
menos;1.352675;1.32005;1.4
mensaje;2.3750;2.2500;2.0
mensajero;1.57776666667;1.84443333333;2.46666666667
mensual;1.5000;1.1667;2.0
mensualmente;1.5000;1.1667;2.0
ménsula;1.6667;1.5714;1.4
menta;2.3333;1.3333;2.4
mental;2.7143;1.8889;1.2
mentalidad;1.71665;1.56665;1.9
mentar;1.64585;1.6607;1.7
mente;2.012175;1.725;1.6
mentecato;2.0357;1.7857;1.6
mentir;1.1429;1.7273;1.4
mentira;2.08573333333;1.78873333333;2.06666666667
mentiras;1.1429;1.7273;1.4
mentiroso;1.0000;1.5833;1.0
mentón;1.5714;1.5714;3.0
menudo;2.4856;1.5855;2.4
mercadear;2.2262;1.73335;2.8
mercadeo;2.1667;1.8889;2.0
mercado;2.07262;1.435;2.36
mercadotecnia;2.1667;1.8889;2.0
mercancías;1.89585;1.77275;1.9
mercante;1.7778;2.0000;1.6
mercantil;1.8750;2.1429;2.0
merced;2.4286;1.7778;2.5
mercería;1.6000;1.9000;1.0
mercurio;1.5000;1.3333;2.2
merecer;2.0774;1.73265;1.8
merecerse;1.8750;2.2500;2.8
merecido;2.0000;1.4545;1.0
merendar;2.5833;1.7500;3.0
merienda;2.5833;1.7500;3.0
mérito;2.33333333333;1.88786666667;1.2
merma;1.375;2.04445;2.1
mermar;1.7500;2.0000;3.0
mero;1.8333;1.2857;1.8
mes;2.1889;1.36665;2.5
mesa;1.7037;1.45396666667;2.6
mesa de trabajo;1.7778;1.3000;3.0
mesero;1.7500;1.7143;2.8
meseta;1.8889;1.38095;2.6
mesonero;1.8095;1.41665;2.3
meta;2.38877142857;1.77244285714;2.02857142857
metafísica;1.5000;1.5000;1.0
metáforas;2.5455;1.8462;1.4
metal;1.5714;1.5714;2.6
metálico;1.5714;1.5714;2.6
metedor;1.5000;1.3750;2.2
metedura;1.83335;2.19445;1.8
meter;1.7482;1.83634615385;1.83076923077
meter a;1.85715;1.8125;1.3
meter dentro;2.0000;1.7000;2.0
meter en la cabeza;1.3333;2.1250;1.4
meter en la tronera;1.75;1.45;2.8
meter espuma;1.7143;1.2222;2.4
meter la bola en el agujero;1.0000;1.8571;2.6
meter la pata;1.5714;1.8571;1.6
meter la pelota en el hoyo;1.0000;1.8571;2.6
meter la risilla sofocada;2.8182;2.4615;2.2
meterse;2.0000;2.7143;2.8
meterse en el bolsillo;1.7500;1.5000;2.8
meter sin orden;1.5714;1.2000;1.8
metida;1.83335;2.19445;1.8
meto;1.45;1.6875;2.6
metódico;1.8182;1.7273;1.6
método;1.68095714286;1.58141428571;1.62857142857
métodos de trabajo;1.8333;1.7143;1.6
metraje;1.48146666667;1.5037;1.46666666667
metro;1.73554;1.79;2.68
metropolitano;1.5000;2.0000;2.4
mezcla;1.9375;1.9514;2.2
mezclar;1.8750;2.1250;2.0
mezclar con arena;2.3333;1.5000;2.8
mezclilla;2.0000;1.7778;2.4
mezcolanza;2.0000;1.7778;2.4
mi;2.5556;2.0000;2.6
micro;1.6250;1.6250;2.0
microordenador;1.73215;1.625;2.2
microplaquita;1.7273;1.7273;2.6
miedo;1.16665;2.26515;2.0
miel;2.6000;1.0000;2.8
miembro;1.73335;1.44285;2.0
miembro del consejo;2.0000;2.0000;2.0
miembro de una parroquia;1.5000;1.5556;3.0
miembros de la profesión;1.6667;2.3333;1.4
mientras;1.8333;1.7273;1.0
mientras que;1.8333;1.7273;1.0
mierda;1.2000;2.1818;3.0
miga;1.5714;1.4000;1.6
migración;2.2222;2.7500;2.6
mil;2.1250;1.6667;2.8
milagrear;2.3750;1.8750;1.6
milagro;2.58335;2.16665;1.4
milicia;1.4000;1.8000;2.0
militar;1.67923333333;2.06745;2.3
milla;1.7778;1.5556;1.6
millonario;3.0000;2.0000;2.4
mimar;2.6667;1.8333;3.0
mí misma;2.5556;2.0000;2.6
mí mismo;2.5556;2.0000;2.6
mina;1.88395;1.57955;2.4
minar;1.0000;2.5714;2.8
mineral;1.7500;1.6250;2.4
minería;1.5000;2.0000;2.2
mínimo;1.4444;1.4444;1.6
ministerio;1.73056;1.66266;2.2
ministro;1.7143;1.70235;2.8
ministros;1.7500;1.4444;3.0
minoría;1.4000;1.6000;1.6
minoría selecta;1.9000;1.2727;1.6
minoridad;1.4000;1.6000;1.6
minusválido;1.375;1.7013;2.7
minuta;1.6746;1.4182;2.7
minutar;1.7143;1.4286;1.8
minuto;1.7143;1.4286;1.8
mira;1.94285;1.51785;1.5
mirada;2.04763333333;1.89933333333;1.6
mirada sorprendida;1.4286;1.4286;2.2
miramiento;2.3333;1.7778;2.2
mirar;1.990825;1.71135;2.1
mirar a;2.2857;1.7500;3.0
mirar ceñudo;1.5000;1.7273;1.4
mirar con ceño;1.5000;1.7273;1.4
mirar detenidamente;2.2857;1.7500;1.8
mirarse;2.2857;1.7500;3.0
mirlo;2.0000;1.6667;3.0
misa;1.8750;1.8182;1.8
mi señor;1.29165;1.65715;2.4
miseria;1.42423333333;1.74166666667;1.86666666667
misericordia;2.14285;1.5;1.1
misil;1.0000;2.3333;2.6
misión;1.66981666667;2.033;1.86666666667
misional;1.5000;1.6667;2.2
misionero;1.58335;1.75;1.8
Misisipí;1.8750;1.5000;2.4
mismo;1.84375;1.646425;1.25
misterio;2.3;2.1889;1.8
misterios;1.7778;1.1250;2.0
misterioso;1.4444;1.5000;3.0
mistificación;1.1111;1.6364;1.8
mistificar;1.1111;1.6364;1.8
Misuri;1.6667;1.3333;2.0
mitad;1.3333;1.4286;1.6
mitigación;3.0000;1.7500;2.6
mitigar;1.88495;2.0278;1.9
mitin;2.04166666667;2.39286666667;2.06666666667
mito;1.88886666667;1.56086666667;1.86666666667
mixto;1.5000;1.6000;2.8
mixtura;2.0000;1.7778;2.4
mobiliario;1.7778;1.4545;2.8
mocarro;1.0000;1.5714;2.8
mocedad;2.8182;2.4000;1.8
mochila;1.5079;1.904;2.6
moción;1.6667;2.5000;2.0
moco;1.0000;1.5714;2.8
mocoso;2.8571;2.0000;2.8
moda;2.0125;1.81481666667;1.56666666667
modales;2.0375;1.7557;2.1
modalidad;1.5000;1.5000;1.0
modelado;2.2000;2.1000;2.8
modelar;2.04721666667;1.59075;2.66666666667
modelarse sobre;1.2857;1.2857;2.6
modelismo;2.2000;2.1000;2.8
modelo;1.96301;1.61354;2.58
modem;1.8333;1.8333;2.0
módem;1.8333;1.8333;2.0
moderación;1.76985;1.99305;1.8
moderado;1.8375;1.425;1.3
moderar;1.20476666667;2.31313333333;2.46666666667
moderarse;2.5556;1.5556;1.2
modernización;2.1000;2.4000;2.0
moderno;2.0;2.1667;1.4
módico;1.6222;1.34165;1.2
modificación;1.9881;1.94445;1.4
modificar;2.1429;2.0000;1.6
modo;1.80442857143;1.51082857143;1.37142857143
modo de comer;1.6923;1.9286;2.4
modo de expresarse;2.1818;2.5000;2.4
modo de residir;2.8333;2.1000;2.0
modo de ser;2.7273;1.6364;2.8
modo de vivir;2.8333;2.1000;2.0
mofarse;1.4286;1.5556;1.2
mofeta;1.1111;1.1667;2.2
mofle;1.2000;1.4000;2.6
moho;1.2857;1.2857;2.6
mojado;1.627;1.75;2.3
mojar;1.95503333333;2.0529;2.4
molde;1.476175;1.53175;2.4
moldear;1.39285;1.42065;2.5
moldura;1.8571;2.1429;2.0
moldurar;1.2857;1.2857;2.6
mole;1.8606;1.75525;2.1
moler;1.7125;1.6;2.0
molestar;1.26298333333;2.35238333333;1.96666666667
molestarse;1.32145;2.08335;1.3
molestia;1.210725;2.235425;1.6
molido;1.7778;1.5556;2.4
molienda;1.6250;2.0000;1.2
molinero;1.5000;1.8333;1.8
momento;1.88138888889;1.66304444444;1.64444444444
momia;1.8000;1.0000;2.4
moña;1.58335;1.64905;2.2
monada;2.7738;2.10415;3.0
mondar;1.3333;2.1250;1.4
mondarse;1.6667;2.1111;2.2
moneda;2.10695;1.4725;2.5
moneda corriente;1.6250;1.5455;2.8
moneda de hoy día;1.6250;1.5455;2.8
moneda de oro;2.8333;2.3333;3.0
monedas de plata;2.6667;1.7143;3.0
monedero;2.1429;1.5000;2.6
monja;2.5000;1.8182;2.6
mono;3.0000;1.8889;1.6
monopatín;1.5000;1.8182;3.0
monopolio;2.2917;1.5303;2.1
monopolizar;1.7143;1.5000;2.8
monta;1.61905;1.8889;2.7
montacargas;1.7;2.1032;2.8
montaje;1.61113333333;2.0;1.8
montaña;1.8884;1.55;2.45
montañero;1.8571;2.0000;2.2
montañismo;1.9091;2.5455;2.4
montar;1.96192;1.9088;2.28
montar a horcajadas;2.1111;2.1429;1.4
monte;1.97194285714;1.54614285714;2.62857142857
montecillo;1.6000;1.4286;2.4
montería;1.75;2.3125;2.7
montículo;1.5857;1.3143;2.1
monto;1.61905;1.8889;2.7
montón;1.73497;1.6003;2.34
montones;2.00895;1.75;1.5
montura;1.7143;1.83335;2.3
monumento;1.8750;1.2500;3.0
monumento conmemorativo;1.5714;1.5714;2.4
monumentos;2.0000;1.5000;1.8
moqueta;1.5714;1.1250;3.0
moquillo;1.6667;1.4444;1.0
morada;2.27776666667;1.16666666667;2.46666666667
morado;2.0;1.75;2.6
moral;2.375;1.58335;1.0
morales;2.5714;1.3333;1.4
moralidad;2.4167;1.5000;1.0
morbo;1.202;1.798;2.3
morbosidad;1.5556;1.7273;1.0
morboso;1.0000;1.6667;2.6
mordacidad;1.2857;2.5556;2.8
mordaz;1.5;2.1;2.9
mordaza;1.7000;1.4167;2.6
mordedura;1.2857;2.5556;2.8
morder;1.50793333333;2.40186666667;2.46666666667
morder sacudiendo;1.1429;2.1667;1.2
mordida;1.2857;2.5556;2.8
mordisco;1.3333;2.1000;2.2
moreno;1.55555;1.5577;3.0
moribundo;1.1818;2.2727;2.4
morir;1.0000;2.0000;3.0
morral;1.8889;1.1818;3.0
morro;1.3333;1.6667;3.0
morroñoso;1.6250;2.0000;2.2
mortal;1.6667;1.7778;1.6
mortalidad;1.58335;1.4423;2.2
mortalmente;1.3636;2.0000;2.8
mortecino;1.0909;1.9935;2.1
mortero;1.5;1.375;2.1
mortificar;1.33335;2.4111;2.0
mosca;1.922225;1.8403;2.5
moscas;2.3333;2.8000;2.6
moscatel;1.0000;1.2500;1.8
mosqueador;1.8000;2.0000;2.2
mostaza;1.6667;1.6667;3.0
mostrada;2.20835;1.75695;1.7
mostrador;1.965275;1.721525;2.4
mostrar;2.0375;1.937125;2.1
mostrar la caza;1.3750;1.6250;2.0
mostrarse;2.0000;2.0909;1.8
mote;2.2857;2.0000;1.0
motel;1.7000;1.7000;2.4
motivación;2.4444;2.4444;1.6
motivar;1.75682;1.92142;1.68
motivo;1.91596;1.72778;1.36
motivo para pelea;1.3333;2.8571;2.4
motocicleta;2.3750;2.7500;3.0
motociclista;1.8333;1.8333;2.2
moto-cross;1.5714;2.6667;1.8
motón;1.32145;1.5972;2.6
motonieve;2.0000;2.0000;2.8
motor;1.84445;2.3111;2.3
motora;1.8750;2.3750;2.8
motorbote;1.8750;2.3750;2.8
movedizo;2.3182;2.1039;1.9
mover;1.79082;2.00772;1.93333333333
mover con una paleta;1.7000;2.0000;2.2
mover por medio de ruedas;2.0000;1.8333;3.0
moverse;1.6745625;2.133175;2.0
moverse en baile;2.3095;2.3722;2.8
moverse muy despacio;1.1818;2.0909;2.6
moverse rápidamente;1.3037;2.3512;2.66666666667
movible;1.6364;1.5714;2.0
movida;1.69146666667;2.31506666667;1.7
movimiento;1.79733636364;2.33274545455;2.32727272727
movimiento de danzante;2.1667;2.3333;3.0
movimiento en baile;2.33966666667;2.4789;2.8
movimiento en danza;2.3095;2.3722;2.8
movimiento rápido;1.6667;1.4444;3.0
moza;2.13886666667;1.92023333333;2.53333333333
moza amiga;2.39775;2.13635;2.6
mozo;1.95201666667;1.7865;2.53333333333
mozuela;1.8333;1.8750;2.8
muceta;1.7000;1.4545;3.0
muchacha;1.8333;1.8750;2.8
muchacha-guía;2.6667;2.5000;2.0
muchacho;1.9798;1.9375;2.9
muchedumbre;1.56072;1.88388;2.36
muchísimo;1.6000;1.5000;2.8
mucho;1.74856;1.8;1.72
muchos;2.0;1.875;1.4
mucho tiempo;2.04465;1.65835;1.7
muda;2.1429;2.0000;1.6
mudable;1.6667;1.8000;1.0
mudanza;1.74405;2.138875;1.75
mudar;1.64794;2.11037;2.12
mudar de;1.18335;2.0;1.8
mudarse;1.6905;2.0238;2.1
mudo;1.6000;1.1667;2.6
muebles;1.7778;1.4545;2.8
mueca;2.45535;2.0625;2.5
muela;1.8889;1.7143;3.0
muelle;2.8000;2.7778;2.8
muerte;1.46476;2.05692;2.24
muerto;1.5046;1.48146666667;2.93333333333
muesca;1.8182;1.48485;1.9
muestra;1.87316875;1.72803125;2.2875
muestreo;2.2222;2.1250;1.6
mugre;1.7143;1.5000;3.0
mujer;2.60476666667;1.88383333333;2.46666666667
mujer aficionada;3.0000;3.0000;2.6
mujer buena;1.5556;1.5833;2.6
mujeres;2.42615;2.05;2.8
mula;1.0000;1.7500;1.4
multa;1.80226666667;1.82913333333;2.13333333333
múltiple;1.5000;1.6667;1.4
multiplicar;1.7500;2.1818;2.6
múltiplo;1.5000;1.6667;1.4
multitud;1.63923333333;1.86378333333;2.43333333333
multitud de hombres;1.3750;2.0000;3.0
multitud de personas;1.3750;2.0000;3.0
mundano;2.0000;1.5000;1.8
mundo;2.2857;1.6667;2.8
muñeca;2.25;1.64445;3.0
muñeco;2.4000;1.4000;3.0
munición;1.0000;2.3333;2.6
municiones;1.8750;1.5000;1.8
municipalidad;2.1000;2.3000;2.6
municipio;1.98335;1.8;2.7
muñón;1.6000;1.3333;2.8
muralla;1.6667;1.0000;3.0
murar;1.6667;1.0000;3.0
murmullo;1.8889;2.3000;1.6
murmuración;1.3611;2.41665;1.6
murmurador;1.3611;2.41665;1.6
murmurar al oído de;1.8889;2.3000;1.6
muro;1.6667;1.0000;3.0
murria;1.42275;1.54165;2.2
musculatura;2.3333;2.8889;3.0
músculo;2.3750;1.7500;2.6
museo;1.5682;1.48075;2.7
música;2.375;2.0357;2.1
musical;2.6250;2.3750;2.0
músico;2.319875;2.6608;2.55
musiquilla;2.5000;2.2000;2.0
mutación;2.8000;3.0000;3.0
mutuo;1.5000;1.6000;2.8
muy;2.0607;1.91786;1.4
muy cargado;1.0000;1.7143;1.8
muy corto;1.5714;1.5000;1.0
muy gordo;1.4286;1.4286;1.8
muy lejos de;1.5714;1.8571;1.2
muy reservado;2.0000;1.4444;3.0
nabo;1.1111;2.0000;2.0
nacer;2.2361;2.1111;2.1
naciente;2.49443333333;2.17406666667;2.13333333333
nacimiento;2.11944;1.89332;2.16
nación;2.03175;2.1032;2.5
nacional;1.8889;1.83335;1.6
nacionalismo;2.3636;2.4545;1.2
ñaco;2.2222;1.6667;2.8
nada;1.18255;1.29365;1.2
nadada;2.6000;2.2500;2.6
nadador;2.2500;2.0000;2.8
nada espiritual;2.2500;1.7500;1.8
nadar;2.6000;2.2500;2.6
nadie;1.382825;1.54065;1.25
naipe;2.2857;1.2500;2.6
naja;1.5714;1.5455;3.0
nalga;2.1250;1.8750;3.0
nana;2.74445;1.75;2.8
ñanga;1.7143;1.7778;2.0
ñaño;2.6667;2.4286;2.6
naranja;2.0833;1.5833;3.0
naranjada;2.0833;1.5833;3.0
naranjo;2.0833;1.5833;3.0
narcótico;1.2857;1.2857;2.6
narcotizar;1.2857;1.2857;2.6
narices;1.3333;1.6667;3.0
nariz;1.3333;1.6667;3.0
narración;2.05236666667;1.9369;1.26666666667
narrador;2.2222;2.2222;2.6
narrar;1.7143;1.7143;2.6
narrativa;2.3000;1.9000;1.2
narria;1.1818;2.0909;2.6
nata;2.0;1.7;3.0
natación;2.46665;2.125;2.7
natal;1.66665;1.475;2.4
nativo;1.8333;1.7500;2.4
natural;1.8845;1.7115;2.05714285714
naturaleza;2.2803;1.65155;2.3
naturalidad;2.2778;1.5635;1.1
naufragar;1.0;1.8251;1.8
naufragio;1.3333;2.2857;3.0
nauseado;1.0000;1.6667;2.6
navaja;1.2500;2.0000;2.8
nave;1.88372;1.66112;2.6
navegación;1.91665;2.2;2.3
navegación en barco;2.6000;2.0000;2.6
navegar;2.0000;2.2857;2.8
navío;2.0000;1.7273;3.0
navío de transporte;1.6667;2.6250;2.8
neblina;2.0000;1.1667;2.2
necesario;1.6111;2.1111;1.2
necesidad;1.76644285714;1.86071428571;1.57142857143
necesitar;1.55928;1.66256;1.4
negación;1.2443;2.02085;1.4
negación de armas;2.0000;2.0909;1.2
negar;1.45;1.8611;2.4
negarse;1.5714;2.1250;2.0
negarse a saltar;1.5000;1.4286;2.0
negativa;1.22953333333;1.95833333333;1.53333333333
negativo;1.125;2.125;1.6
negligencia;1.2000;1.6000;1.8
negligente;2.5000;1.8000;1.0
negociación;2.10415;2.17535;2.0
negociaciones;2.5000;2.5000;1.8
negociante;1.47073333333;1.84443333333;2.46666666667
negociante de drogas;1.6061;2.16665;2.7
negociar;2.2639;2.29285;2.5
negocio;1.94445;1.955975;1.95
negocios;1.5655;2.13145;2.55
negro;1.6736;1.65625;2.4
negro mío;1.7000;1.5556;3.0
nene;2.7143;2.3333;3.0
neón;1.8182;2.3636;3.0
ñeque;2.30946;2.4466;1.92
nervadura;1.47225;1.86115;2.5
nervio;1.679875;1.6225;2.45
nerviosidad;1.1667;2.1667;2.2
nerviosismo;1.58335;2.3106;1.9
nervioso;1.1667;2.1667;2.2
neto;1.953925;1.76675;2.6
neumático;1.4643;1.98335;3.0
neurótico;1.7500;2.6250;1.4
neutral;1.9091;1.6364;1.0
neutro;1.9091;1.6364;1.0
nevada;2.0000;2.2500;2.8
nevera;2.2625;1.5903;2.7
nexo;2.30423333333;1.83333333333;1.66666666667
ni;1.2857;1.5714;1.0
nidada;1.8571;1.5714;3.0
nidal;1.8571;1.5714;3.0
nidificar;1.8571;1.5714;3.0
nido;1.8571;1.5714;3.0
niebla;2.0000;1.1667;2.2
nieve;2.3333;1.4000;3.0
ni mucho menos;1.5714;1.8571;1.2
niña;1.8333;1.8750;2.8
niñera;1.5714;2.2857;2.8
ninguno;1.35553333333;1.57313333333;1.06666666667
niño;2.33053333333;1.98055;2.56666666667
niquelar;1.7000;1.4000;3.0
nitidez;2.01785;1.78025;1.2
nítido;1.7500;2.2000;2.8
nitrógeno;1.4286;2.0000;1.6
nivel;1.7583375;1.8281625;1.975
nivelar;1.75;1.534025;2.1
no acudir;1.2;2.2197;2.4
no alcanzar;1.5714;2.0000;1.4
no apartarse de;2.8000;1.7143;2.8
no apático;2.3333;2.6667;1.0
no aprobado;1.0000;2.0000;1.4
no aprobar;1.0;1.8091;1.4
no aprovechar;1.2000;1.6000;1.8
noble;2.1111;1.5556;1.2
nobleza;2.6250;1.5000;1.4
no ceder;1.6250;1.8333;2.0
no cejar;1.6250;1.8333;2.0
no cesar de hablar;2.4000;2.0000;2.2
noche;2.2857;1.7143;2.6
noche primera;1.7143;1.6250;1.4
noción;1.92223333333;1.7881;1.26666666667
nociones generales;1.4444;2.0000;2.2
no conectado;1.6364;1.5714;2.0
no cuidar;1.2000;1.6000;1.8
no cumplir;1.2000;1.6000;1.8
no dar;1.73215;1.4432;1.1
no dejar;1.73215;1.4432;1.1
nodriza;1.5714;2.2857;2.8
no entrar;1.3333;2.5000;2.8
no equitativo;1.0000;2.0000;1.4
no experto;2.0000;1.5556;2.6
no formar;1.2857;2.0000;2.6
nogal;1.8750;1.5714;3.0
no grande;1.4444;1.0833;1.4
no grave;1.8000;1.4444;3.0
no grueso;1.8000;1.4444;3.0
no gustar;1.1429;1.5714;1.4
no haber;1.0000;1.4545;1.0
no hacer caso a;1.5000;1.8889;3.0
no hacer caso de;1.2000;1.6000;1.8
no idóneo;2.0000;1.5556;2.6
no licenciado;2.0000;1.6000;2.0
no limitado;1.9091;2.3636;2.8
no maduro;1.4444;1.0833;1.4
nombramiento;1.7611;1.763625;1.5
nombrar;1.74491666667;1.53671666667;1.83333333333
nombre;1.6250;1.7500;1.8
no migratorio;2.1000;1.6000;2.2
nominación;2.0000;2.0000;1.4
nómina de sueldos;1.9000;2.0000;2.0
no mucho;1.8000;1.4444;3.0
ñoñería;1.2000;1.5000;1.4
nono;1.4286;1.7143;1.8
no obstruido;1.9091;2.3636;2.8
no olvidar;2.0625;2.17855;1.4
no parar de hablar;2.4000;2.0000;2.2
no permitido;1.0000;2.0000;1.4
no profesional;2.0000;1.5556;2.6
no pronunciar;1.2857;2.0000;2.6
no público;2.0000;1.4286;1.2
no quiere aceptar;1.4000;1.8333;1.8
nordeste;1.5556;1.7778;1.8
no residir;1.3333;2.5000;2.8
